Date,RTD1,RTD1V,RTD2,RTD2V,IG,IGV,TC2,TC2V
2025/03/19 16:22:19,-246.9,0.204,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:22:31,-228.0,0.350,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:22:42,-223.5,0.386,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:22:55,-223.4,0.386,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:23:06,-223.8,0.384,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:23:17,-226.2,0.365,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:23:28,-229.1,0.342,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:23:40,-224.9,0.375,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:23:51,-228.2,0.349,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:24:03,-225.1,0.373,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:24:13,-226.9,0.359,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:24:25,-229.2,0.342,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
2025/03/19 16:24:36,-229.4,0.340,210.3,3.325,4.96E-11,0.205,2.00E-01,3.300
