Date,RTD1,RTD1V,RTD2,RTD2V,IG,IGV,TC2,TC2V
2025/03/19 14:46:57,-247.2,0.201,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:47:09,-222.0,0.398,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:47:21,-222.3,0.395,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:47:32,-225.2,0.373,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:47:43,-226.6,0.361,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:47:54,-226.7,0.361,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:48:05,-228.1,0.350,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:48:16,-226.9,0.360,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:48:27,-227.0,0.359,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:48:38,-224.8,0.375,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
