Date,RTD1,RTD1V,RTD2,RTD2V,IG,IGV,TC2,TC2V
2025/03/19 14:30:38,-249.9,0.180,210.3,3.325,4.77E-11,0.198,7.94E+05,9.900
2025/03/19 14:30:49,-208.0,0.506,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:31:00,-214.8,0.453,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:31:11,-211.6,0.478,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:31:23,-215.7,0.446,210.3,3.325,4.77E-11,0.198,7.94E+05,9.900
2025/03/19 14:31:34,-213.4,0.464,210.3,3.325,4.71E-11,0.196,7.94E+05,9.900
2025/03/19 14:31:45,-213.3,0.465,210.3,3.325,4.75E-11,0.197,7.94E+05,9.900
2025/03/19 14:31:56,-213.5,0.463,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:32:07,-214.7,0.454,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:32:18,-219.3,0.418,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:32:29,-219.4,0.417,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:32:40,-213.4,0.464,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:32:51,-217.7,0.431,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:33:02,-218.4,0.425,210.3,3.325,4.68E-11,0.195,7.94E+05,9.900
2025/03/19 14:33:13,-219.5,0.417,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:33:24,-220.1,0.413,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:33:35,-219.7,0.415,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:33:46,-219.8,0.414,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:33:57,-217.7,0.430,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:34:08,-213.6,0.463,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:34:19,-219.2,0.419,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:34:30,-218.1,0.428,210.3,3.325,4.68E-11,0.195,7.94E+05,9.900
2025/03/19 14:34:41,-218.6,0.424,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:34:52,-214.4,0.457,210.3,3.325,4.69E-11,0.195,7.94E+05,9.900
2025/03/19 14:35:03,-209.5,0.495,210.3,3.325,4.63E-11,0.193,7.94E+05,9.900
2025/03/19 14:35:14,-210.4,0.487,210.3,3.325,4.63E-11,0.193,7.94E+05,9.900
2025/03/19 14:35:25,-214.5,0.456,210.3,3.325,4.60E-11,0.192,7.94E+05,9.900
2025/03/19 14:35:36,-225.5,0.370,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:35:47,-226.6,0.362,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:35:58,-233.3,0.310,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:36:09,-233.0,0.312,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:36:20,52.3,2.529,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:36:31,-49.7,1.736,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:36:43,154.8,3.325,210.3,3.325,1.36E-01,3.325,7.94E+05,9.900
2025/03/19 14:36:54,-234.6,0.299,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:37:05,-227.0,0.359,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:37:16,-231.5,0.324,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:37:27,-230.2,0.334,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:37:38,-222.2,0.396,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:37:49,-222.0,0.398,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:38:00,-224.2,0.380,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:38:11,-221.7,0.400,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:38:22,-218.9,0.422,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:38:33,-226.6,0.362,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:38:44,-220.4,0.410,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:38:55,-221.4,0.402,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:39:06,-220.6,0.409,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:39:17,-221.8,0.399,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:39:28,-231.8,0.321,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:39:39,-230.4,0.332,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:39:50,-227.0,0.359,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:40:01,-230.5,0.331,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:40:12,-227.3,0.356,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:40:23,-233.9,0.305,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:40:34,-231.8,0.321,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:40:45,-233.4,0.309,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:40:56,154.8,3.325,210.3,3.325,1.36E-01,3.325,7.94E+05,9.900
2025/03/19 14:41:07,154.8,3.325,210.3,3.325,1.36E-01,3.325,7.94E+05,9.900
2025/03/19 14:41:18,154.8,3.325,210.3,3.325,1.36E-01,3.325,7.94E+05,9.900
2025/03/19 14:41:29,154.8,3.325,210.3,3.325,1.36E-01,3.325,7.94E+05,9.900
2025/03/19 14:41:40,-234.5,0.300,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:41:51,-233.0,0.312,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
2025/03/19 14:42:03,-230.9,0.328,210.3,3.325,4.96E-11,0.205,7.94E+05,9.900
