Date,PT100Mean,PT100STD,IGMean,IGSTD
2025/03/20 14:09:34,114.0,159.7,63.0,0.0
Date,PT100Mean,PT100STD,IGMean,IGSTD
2025/03/20 14:10:17,119.4,172.1,63.0,0.0
2025/03/20 14:10:28,123.4,178.1,63.0,0.0
Date,PT100Mean,PT100STD,IGMean,IGSTD
2025/03/20 14:10:37,125.5,185.4,63.0,0.0
2025/03/20 14:10:48,120.9,172.7,63.0,0.0
