Date,PT100Mean,PT100STD,IGMean,IGSTD
2025/03/20 14:10:52,117.9,171.6,63.0,0.0
2025/03/20 14:11:04,123.6,178.6,63.0,0.0
Date,PT100Mean,PT100STD,IGMean,IGSTD
2025/03/20 14:11:08,118.2,172.0,63.0,0.0
2025/03/20 14:11:19,115.3,165.7,63.0,0.0
